Tukityyppi nimi;Elokuvan lajityyppi;Tukihak päätöspvm;Esittelijä nimi;Tuenhakijan nimi;Tukihakemuksen kohde;Tukihakakemuksen päätöseur
Kulttuuriviennin muu tuki;;21.12.2012;Marja Pallassalo;Klaffi Tuotannot Oy;Laulu koti-ikävästä (ohj: Mika Ronkainen);25 000
Kulttuuriviennin muu tuki;;26.10.2012;Marja Pallassalo;Illume Oy;Dance of Outlaws (ohj: Mohamed EL Aboudi) Locarno International FF sekä Nordisk Panorama Oulu;2 500
Kulttuuriviennin muu tuki;;8.6.2012;Marja Pallassalo;Kroma Productions Oy;Marikki Hakolan teosten esittäminen Suomesta galleriassa, Berliinissä;3 000
Käsikirjoitusapuraha;Animaatioelokuva;4.1.2010;Miia Haavisto;Jääskeläinen Leena;SURU (työnimi);3 600
Käsikirjoitusapuraha;Animaatiosarja;9.12.2015;Pekka Uotila;Aittokoski Metsämarja;Bagelberg;1 625
Käsikirjoitusapuraha;Animaatiosarja;2.9.2015;Pekka Uotila;Härkönen Mariko;Hansperi-animaatiosarja;1 625
Käsikirjoitusapuraha;Animaatiosarja;12.11.2014;Joona Louhivuori;Forsgren Carita;Routasisarukset;4 800
Käsikirjoitusapuraha;Animaatiosarja;12.11.2014;Joona Louhivuori;Jääskeläinen Leena;Heipparalla Hiidenvirta;3 200
Käsikirjoitusapuraha;Animaatiosarja;30.5.2012;Joona Louhivuori;Hutri Eila;Villa Wou!;1 500
Käsikirjoitusapuraha;Animaatiosarja;3.5.2012;Joona Louhivuori;Aittokoski Metsämarja;Pikkuli - The Little Birdie -animaatiosarja;5 000
Käsikirjoitusapuraha;Animaatiosarja;6.9.2011;Jukka Asikainen;Jääskeläinen Leena;Mimosa Mind´s Eye Travels;6 000
Käsikirjoitusapuraha;Animaatiosarja;12.11.2014;Joona Louhivuori;Sohlman Minna;Puistokesä;1 600
Käsikirjoitusapuraha;Animaatiosarja;20.2.2014;Joona Louhivuori;Ritalahti Niko;Galluksien kukkulat;6 400
Käsikirjoitusapuraha;Animaatiosarja;28.2.2012;Joona Louhivuori;Virtanen Vesa;Maailman päälliköt;4 500
Käsikirjoitusapuraha;Animaatiosarja;29.11.2011;Joona Louhivuori;Harjola Tuire;Kutiava Kakkiainen;3 000
Käsikirjoitusapuraha;Animaatiosarja;4.10.2011;Joona Louhivuori;Arola Terhi;Hilla Hipsuvarvas (nuorisoraha);4 000
Käsikirjoitusapuraha;Animaatiosarja;13.12.2010;Miia Haavisto;Ketola Sami;PELASTAKAA JULIO!;6 200
Käsikirjoitusapuraha;Dokumenttielokuva;9.12.2015;Elina Kivihalme;Browne Ronan;More Than A Game;3 250
Käsikirjoitusapuraha;Dokumenttielokuva;2.9.2015;Elina Kivihalme;Rantama Marjaana;Niin myötä- kuin vastatuulessa;3 250
Käsikirjoitusapuraha;Dokumenttielokuva;7.5.2015;Elina Kivihalme;Suhonen Ville;Uusi Eurooppa '41;4 875
Käsikirjoitusapuraha;Dokumenttielokuva;30.3.2015;Miia Haavisto;Törhönen Lauri;KAARLENSILTA;3 600
Käsikirjoitusapuraha;Dokumenttielokuva;6.5.2014;Elina Kivihalme;Hietanen Jari;KALAPORTAITA TAIVAASEEN;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.5.2014;Elina Kivihalme;Kerimaa Ville-Veikko;Tuulten ammattilainen (työnimi);2 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.5.2014;Elina Kivihalme;Käyhkö Eriikka;Valkoinen noita;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.11.2013;Elina Kivihalme;Koskinen Arto;Matkapuhelimen tarina;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.5.2013;Elina Kivihalme;Luostarinen Kiti;Matka valon ja pimeyden ytimeen;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;30.11.2012;Elina Kivihalme;Olsson Claes;Helsinginkatua päästä päähän;4 200
Käsikirjoitusapuraha;Dokumenttielokuva;30.10.2012;Elina Kivihalme;El Aboudi Mohamed;Karelian Lady;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;30.10.2012;Elina Kivihalme;Lappalainen Aino;Näyttää hyvältä cv:ssä;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.5.2012;Miia Haavisto;Ijäs Jan;LAPPONIA;3 200
Käsikirjoitusapuraha;Dokumenttielokuva;8.2.2012;Elina Kivihalme;Grof Annika;Juhlavuosi;4 760
Käsikirjoitusapuraha;Dokumenttielokuva;8.2.2012;Elina Kivihalme;Honkala Jarmo;Flow;6 000
Käsikirjoitusapuraha;Dokumenttielokuva;8.2.2012;Elina Kivihalme;Vänskä Lauri;Comeback;4 500
Käsikirjoitusapuraha;Dokumenttielokuva;29.11.2011;Elina Kivihalme;Tiainen Tuomas;Perhoslentoja;3 500
Käsikirjoitusapuraha;Dokumenttielokuva;4.10.2011;Elina Kivihalme;Lappalainen Maria;Rokkiromanit;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;4.10.2011;Elina Kivihalme;Fransberg Klas;Möten med Schjerfbeck;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.9.2011;Elina Kivihalme;Niemi Miikka;Pekka - The Last Run;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Ahola Anja;Enkeli-ihmisiä (työnimi);3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Halttunen Tuija;Naapurit;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Lappalainen Aino;Toiset meistä;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Murtovaara Ilpo;Rautaristi;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Partanen Heikki Tapio;Tori portaat kirkko;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Rautio Ilkka;Sula mahdottomuus;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Suhonen Ville;Niin on totuuskin erinäköinen;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Vanhala Johanna;The Girls in Africa (työnimi);5 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Vitikainen Hannu-Pekka;HÄPEÄ;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;13.4.2011;Elina Kivihalme;Larjosto Harri;Nukkumisen ja unennäön historia;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;13.4.2011;Elina Kivihalme;Mäkelä Ville;Retiisien sukupolvi;3 500
Käsikirjoitusapuraha;Dokumenttielokuva;8.3.2011;Elina Kivihalme;Kuivalainen Anu;Rikos ja Rangaistus;10 000
Käsikirjoitusapuraha;Dokumenttielokuva;4.2.2011;Elina Kivihalme;Webster John;CMI - dokumenttielokuva rauhanrakentamisesta;6 000
Käsikirjoitusapuraha;Dokumenttielokuva;22.9.2010;Miia Haavisto;Ahlgren Lauri Juhani;TUNNUSTA VÄRIÄ;4 500
Käsikirjoitusapuraha;Dokumenttielokuva;29.12.2008;Miia Haavisto;Evilampi Jukka Peteri;TAKINKÄÄNTÄJÄT;2 400
Käsikirjoitusapuraha;Tv-sarja;9.12.2015;Pekka Uotila;Ahava Selja;Suomen TV-taloperhe;3 250
Käsikirjoitusapuraha;Tv-sarja;9.12.2015;Pekka Uotila;Toivoniemi Jenni;Vuosi mummona;3 250
Käsikirjoitusapuraha;Tv-sarja;9.12.2015;Marjo Valve;Hirvonen Elina;Valtuusto, poliittinen Tv-sarja;4 875
Käsikirjoitusapuraha;Tv-sarja;9.12.2015;Marjo Valve;Panjanen Minna;Kruuna;6 500
Käsikirjoitusapuraha;Tv-sarja;9.12.2015;Marjo Valve;Puurtinen Toni;Presidentin portot;4 875
Käsikirjoitusapuraha;Tv-sarja;2.9.2015;Marjo Valve;Ronkainen Mika;Kaikki synnit (työnimi);6 500
Käsikirjoitusapuraha;Tv-sarja;2.9.2015;Marjo Valve;Rostain Jenny (Jenny Hänninen);Pettäjän Päiväkirja;4 875
Käsikirjoitusapuraha;Tv-sarja;2.9.2015;Marjo Valve;Tikka Eeva R.;SoulTech TV series;4 875
Käsikirjoitusapuraha;Tv-sarja;7.5.2015;Joona Louhivuori;Arola Terhi;Langenneet naiset;6 500
Käsikirjoitusapuraha;Tv-sarja;7.5.2015;Joona Louhivuori;Lahti Juha;Andalusia;3 250
Käsikirjoitusapuraha;Tv-sarja;7.5.2015;Joona Louhivuori;Lappalainen Anna;Rautasydän;3 250
Käsikirjoitusapuraha;Tv-sarja;7.5.2015;Joona Louhivuori;Panjanen Minna;Kruuna;3 250
Käsikirjoitusapuraha;Tv-sarja;7.5.2015;Joona Louhivuori;Väisänen Jyrki;Poltetun maan taktiikka;3 250
Käsikirjoitusapuraha;Tv-sarja;4.3.2015;Joona Louhivuori;Haldin Kim;Nigerialaiskirjeet;3 250
Käsikirjoitusapuraha;Tv-sarja;4.3.2015;Joona Louhivuori;Lehti Timo;Tuhka;3 250
Käsikirjoitusapuraha;Tv-sarja;4.3.2015;Joona Louhivuori;Pesonen Antti Heikki;Tyhjä ratkaisu (työnimi);4 875
Käsikirjoitusapuraha;Tv-sarja;4.3.2015;Joona Louhivuori;Vikman Kirsi;Ruotsinsuomalaiset (työnimi);6 500
Käsikirjoitusapuraha;Ei tietoa;9.10.2012;Olli Soinio;Parviainen Jussi;PERHEVIDEO;4 037
Käsikirjoitusapuraha;Ei tietoa;8.10.2010;Jukka Asikainen;Toivoniemi Jenni;VAIMO;3 000
Käsikirjoitusapuraha;Ei tietoa;11.12.2009;Jukka Asikainen;Niemi Marjo;MITEN NIIN VALO;6 000
Käsikirjoitusapuraha;Ei tietoa;23.3.2009;Miia Haavisto;Grav Sanna;OVIOODI;3 500
Käsikirjoitusapuraha;Ei tietoa;25.9.2008;Kaisu Isto;Lagström Aki;TOREADOR;5 000
Käsikirjoitusapuraha;Lasten ja nuorten elokuva;7.2.2011;Kaisu Isto;Maikkula Merja (Melli);Me Rosvolat;5 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.2.2013;Elina Kivihalme;Rousu Outi;TOIVOMUS;3 000
Käsikirjoitusapuraha;Tv-sarja;3.5.2012;Jukka Asikainen;Puikkonen Emma;Zumzum-nuortensarja;3 000
Käsikirjoitusapuraha;Lyhyt elokuva;24.5.2011;Joona Louhivuori;Kimmo Yläkäs;Kakara (ent. Hockey Night) (nuorisoraha);1 500
Käsikirjoitusapuraha;Lyhyt elokuva;24.5.2011;Joona Louhivuori;Pirinen Antti;Taukopaikka (nuorisoraha);3 000
Käsikirjoitusapuraha;Lyhyt elokuva;31.3.2010;Miia Haavisto;Silvennoinen Pekka;MEIDÄN TALO;3 500
Käsikirjoitusapuraha;Lyhyt elokuva;25.3.2008;Elina Kivihalme;Virtanen, taiteilijanimi King, Lassi Markus;WELCOME TO THE HELSINKI;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;9.12.2015;Pekka Uotila;Matilainen Inka;Sonaatti;1 625
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;2.9.2015;Pekka Uotila;Wahlforss Jaana;Animaatioelokuvien käsikirjoitukset;1 625
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;7.5.2015;Joona Louhivuori;Penttilä Kaisa;Maihinnousu;1 625
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;4.3.2015;Joona Louhivuori;Pieskä Kari;Moralistee (työnimi);3 250
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;12.11.2014;Joona Louhivuori;Lillqvist Katariina;Radio Dolores;3 200
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;6.5.2014;Joona Louhivuori;Juutilainen Tommi;Madonreikä;6 400
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;20.2.2014;Joona Louhivuori;Lindholm Ami;Jättiläisvauva saapuu kaupunkiin;1 600
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;20.2.2014;Joona Louhivuori;Rapeli Lotta;Pimeä paikka;1 600
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;20.2.2014;Joona Louhivuori;Vuorinen Elli;Sore Eyes For Infinity;3 200
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;14.11.2013;Joona Louhivuori;Männistö Joni;Kangastus;2 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;14.5.2013;Joona Louhivuori;Niemi Rami;Birdmen;5 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;28.2.2013;Joona Louhivuori;Ahlgren Lauri Juhani;Accident in Acores / Onnettomuus Azoreilla;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;28.2.2013;Joona Louhivuori;Pohjavirta Tatu;Kaivanto;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;30.10.2012;Joona Louhivuori;Purola Mika;Samsara;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;4.9.2012;Joona Louhivuori;Häkkinen Kari;The Water;1 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;30.5.2012;Joona Louhivuori;Lillqvist Katariina;BabyBox;1 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;3.5.2012;Joona Louhivuori;Andersson Jan;Yksin;2 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;3.5.2012;Joona Louhivuori;Fiilin Juha;Divine Consultants;4 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;3.5.2012;Joona Louhivuori;Lenkkeri Kaisa;Kaivonpohja;1 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;4.10.2011;Joona Louhivuori;Lappalainen Aino;Evä (nuorisoraha);3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;4.10.2011;Joona Louhivuori;Meruan Salim;Tyttö ja Kantele (nuorisoraha);3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;4.10.2011;Joona Louhivuori;Leisti Karoliina;Sukeltamisesta (nuorisoraha);2 700
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;6.9.2011;Joona Louhivuori;Leppälä Markus;Lohikäärme (nuorisoraha);1 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;6.9.2011;Joona Louhivuori;Malkki Tomi;Kyhmy (ent. Syöpä.);4 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;7.6.2011;Joona Louhivuori;Savitie Anne;nukkeanimaatio Tara (nuorisoraha);3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;13.12.2010;Joona Louhivuori;Lilja Erkki;ENSIMMÄINEN LUMIHIUTALE (nuorisoraha);3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;27.9.2010;Joona Louhivuori;Bruno Luca;VARKAAT (nuorisoraha);3 750
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;25.8.2010;Miia Haavisto;Pöllä Mikko;KAISA LIPPOSEN IHMEELLISET SEIKKAILUT (tv-sarja);4 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;28.6.2010;Miia Haavisto;Kaipainen Jyrki;ANNAMME TAKAISIN;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;23.6.2010;Miia Haavisto;Harjula Juho;TÄRKEITÄ PAPEREITA;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;22.6.2010;Miia Haavisto;Malkki Tomi;HEDELMÄLIHA;5 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;22.6.2010;Miia Haavisto;Nissi Timo Eemeli;NO MORE SCREWING;3 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;5.3.2010;Miia Haavisto;Sinisalo Johanna;TRISTAN TRILOBIITTI (tv-sarja);8 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;10.9.2009;Miia Haavisto;Moilanen Milla;VIA (työnimi);4 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;17.6.2009;Miia Haavisto;Ahola Milja;TON IKÄINEN (työnimi);4 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;23.3.2009;Miia Haavisto;Davies Jonathan;UNE CONVERCATION AVEC MON AMI;2 600
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;25.2.2008;Elina Kivihalme;Anttila (Varpumaa) Taru;EDITH;2 400
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;19.2.2008;Elina Kivihalme;Lindblad Christian;PÄÄOMA;2 000
Käsikirjoitusapuraha;Dokumenttielokuva;5.1.2010;Miia Haavisto;Horttanainen Juho;PELKO JA HÄPEÄ;3 400
Käsikirjoitusapuraha;Dokumenttielokuva;13.11.2009;Miia Haavisto;Arjatsalo Antero;22-PP;4 500
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;4.3.2015;Joona Louhivuori;Malkki Tomi;Lihasoppa;3 250
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;28.2.2013;Joona Louhivuori;Wahlforss Jaana;Uninukke;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;3.5.2012;Joona Louhivuori;Penttilä Kaisa;Ostosristeily;3 000
Käsikirjoitusapuraha;Lyhyt animaatioelokuva;15.1.2008;Elina Kivihalme;Lillqvist Katariina;FARUZA;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.2.2013;Elina Kivihalme;Aulén Johanna;Karhu kautta aikojen;5 000
Käsikirjoitusapuraha;Animaatiosarja;28.2.2013;Joona Louhivuori;Kunnas Mikko;Eetu Lumiukko;4 000
Käsikirjoitusapuraha;Animaatiosarja;11.4.2013;Joona Louhivuori;Ritalahti Niko;Galluksien kapina;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;2.9.2015;Elina Kivihalme;Liljander Sanna;Äidiksi (työnimi);3 250
Käsikirjoitusapuraha;Dokumenttielokuva;7.5.2015;Elina Kivihalme;Eklund Pete;Kovemmat kädet;4 875
Käsikirjoitusapuraha;Dokumenttielokuva;7.5.2015;Elina Kivihalme;Helminen (oik. Helminen-Tapola) Liisa;MATKA JATKUU;4 875
Käsikirjoitusapuraha;Dokumenttielokuva;7.5.2015;Elina Kivihalme;Leinonen Tuula;Vuosisadan nainen Aksella Luts;3 250
Käsikirjoitusapuraha;Dokumenttielokuva;7.5.2015;Elina Kivihalme;Soppela Mari;Finn Fatale;4 875
Käsikirjoitusapuraha;Dokumenttielokuva;7.5.2015;Elina Kivihalme;Timonen Jenny;Vielä pienen hetken vierelläsi;1 625
Käsikirjoitusapuraha;Dokumenttielokuva;4.3.2015;Elina Kivihalme;Lehtomäki Jussi;Savua ja mustaa;4 875
Käsikirjoitusapuraha;Dokumenttielokuva;12.11.2014;Elina Kivihalme;Peltonen Jani;BIAFRA!;6 600
Käsikirjoitusapuraha;Dokumenttielokuva;3.9.2014;Elina Kivihalme;Hirvonen Maija;Pesä;2 400
Käsikirjoitusapuraha;Dokumenttielokuva;3.9.2014;Elina Kivihalme;Niemi Katja;Koiran kuolema (ja äidin);2 000
Käsikirjoitusapuraha;Dokumenttielokuva;3.9.2014;Elina Kivihalme;Vesa Kuosmanen;Panojuttuja;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.5.2014;Elina Kivihalme;Hyvärinen Elina;VÄINÖ JA MINÄ;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.5.2014;Elina Kivihalme;Riihiranta Liisa (Lilli);Bussi 42;4 800
Käsikirjoitusapuraha;Dokumenttielokuva;6.5.2014;Elina Kivihalme;Virtanen Rauli;Burman ryöstö;7 000
Käsikirjoitusapuraha;Dokumenttielokuva;20.2.2014;Elina Kivihalme;Coleman Donagh;Make-Reality;5 000
Käsikirjoitusapuraha;Dokumenttielokuva;20.2.2014;Elina Kivihalme;Långström Minna;Kohtaaminen Puolivälissä;4 800
Käsikirjoitusapuraha;Dokumenttielokuva;20.2.2014;Elina Kivihalme;Nissi Timo Eemeli;Matin Kolmas Elämä;2 000
Käsikirjoitusapuraha;Dokumenttielokuva;20.2.2014;Elina Kivihalme;Raij Aleksi;Artwave Documentary;4 800
Käsikirjoitusapuraha;Dokumenttielokuva;20.2.2014;Elina Kivihalme;Sandhu Jan;27 ensimmäistä vuotta;2 000
Käsikirjoitusapuraha;Dokumenttielokuva;3.9.2013;Elina Kivihalme;Hirvonen Maija;Muutto;1 600
Käsikirjoitusapuraha;Dokumenttielokuva;3.9.2013;Elina Kivihalme;Partanen Heikki Tapio;Pitkäsilta...Martan elämä ja unet;6 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.5.2013;Elina Kivihalme;Lampi Johanna;Timid Voice;4 500
Käsikirjoitusapuraha;Dokumenttielokuva;14.5.2013;Elina Kivihalme;Lempiäinen Antti;5 Virhettä;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;11.4.2013;Elina Kivihalme;Ojala Pirjo;Burning Voices;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;25.3.2013;Miia Haavisto;Heikkinen Markku;G0 EAST!;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.2.2013;Elina Kivihalme;Naukkarinen Lasse;Tizzi, Miriam ja Allan;5 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.2.2013;Elina Kivihalme;Rumpunen Risto;Luodin hinta;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.2.2013;Elina Kivihalme;Tuomikoski Antti;Kun isoisä hakaristin hommasi;5 000
Käsikirjoitusapuraha;Dokumenttielokuva;30.10.2012;Elina Kivihalme;Eerola Jussi;Viisi bonus-elämää;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;30.10.2012;Elina Kivihalme;Kivirinta Tapio;Minä, desantti;2 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.6.2012;Elina Kivihalme;Antsalo Anna;aikakylä - käki soikoon;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.6.2012;Elina Kivihalme;Brunou Miki;Ketju (työnimi);3 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.6.2012;Elina Kivihalme;Ollikainen Heidi;Työttömän päiväkirja;2 500
Käsikirjoitusapuraha;Dokumenttielokuva;6.6.2012;Elina Kivihalme;Luostarinen Kiti;MATKA VALON JA PIMEYDEN YTIMEEN;3 500
Käsikirjoitusapuraha;Dokumenttielokuva;6.6.2012;Elina Kivihalme;Mäki-Nevala Saija;Kihniö;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.6.2012;Elina Kivihalme;Toivoniemi Elli;Hentokeijukorento;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.6.2012;Elina Kivihalme;Mäkelä Ville;Hätätilassa;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;3.5.2012;Elina Kivihalme;Bagh Peter von;Oulu. Elokuva.;4 500
Käsikirjoitusapuraha;Dokumenttielokuva;3.5.2012;Elina Kivihalme;Peltonen Jani;Savupiippu;2 500
Käsikirjoitusapuraha;Dokumenttielokuva;27.3.2012;Elina Kivihalme;Uunila Raimo;Collective Crime;8 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.2.2012;Elina Kivihalme;Okkonen Antti;Sairaalaklovnit (työnimi);3 000
Käsikirjoitusapuraha;Dokumenttielokuva;28.2.2012;Elina Kivihalme;Ramezan Hamy;Halal-lihakauppiaan pitkä päivä;6 000
Käsikirjoitusapuraha;Dokumenttielokuva;27.12.2011;Miia Haavisto;Junkkonen Mervi;KOHTAUSPAIKKA;2 400
Käsikirjoitusapuraha;Dokumenttielokuva;29.11.2011;Elina Kivihalme;Aikio Mariann;Maan hiljaiset;3 500
Käsikirjoitusapuraha;Dokumenttielokuva;29.11.2011;Elina Kivihalme;Heinilä Ari;Kuka ryösti hylyn?;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;29.11.2011;Elina Kivihalme;Jääskeläinen Kira;Pohjankävijän päiväkirjasta;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;4.10.2011;Elina Kivihalme;Aikio-Arianaick Inger-Mari;Soajalaccat (Siivekkäät);3 000
Käsikirjoitusapuraha;Dokumenttielokuva;6.9.2011;Elina Kivihalme;Rintala Elli;Helsinki-Vantaa;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Korhonen Anna;Anna Korhosen elämä;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Ruuhijärvi Ilkka;Nuudelit;5 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Tuomisto Vappu;Ajattelen siis olen;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;14.6.2011;Elina Kivihalme;Vesa Kuosmanen;Somma Summarum;1 680
Käsikirjoitusapuraha;Dokumenttielokuva;13.4.2011;Elina Kivihalme;Laamo Mina;BLOGI (työnimi);3 000
Käsikirjoitusapuraha;Dokumenttielokuva;8.3.2011;Elina Kivihalme;Grönroos Anna-Karin;Ekokaupungin Synty;6 000
Käsikirjoitusapuraha;Dokumenttielokuva;8.3.2011;Elina Kivihalme;Savisaari Hanna;HILJAISUUDEN HINTA;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;4.2.2011;Elina Kivihalme;Lilja Juho;KIVINOKAN LAVALLA SOITTAA DALLAPE;6 000
Käsikirjoitusapuraha;Dokumenttielokuva;4.2.2011;Elina Kivihalme;Rintala Elli;HELSINKI-VANTAA;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;15.12.2010;Miia Haavisto;Aalto Reetta;VALLANKUMOUKSEN RAKASTAJATAR (elvytys);4 000
Käsikirjoitusapuraha;Dokumenttielokuva;13.12.2010;Joona Louhivuori;Parkkonen Topias;TAIVAS OLI MINUSSA;1 500
Käsikirjoitusapuraha;Dokumenttielokuva;13.12.2010;Joona Louhivuori;Lempiäinen Antti;KIZIBA YOUTH (nuorisoraha);3 500
Käsikirjoitusapuraha;Dokumenttielokuva;13.12.2010;Miia Haavisto;Sorjonen Heli;GO AWAY - TAKE AWAY;3 000
Käsikirjoitusapuraha;Dokumenttielokuva;13.12.2010;Miia Haavisto;Sorri Salla;AN ISLAND SURROUNDED BY LAND;10 000
Käsikirjoitusapuraha;Dokumenttielokuva;15.11.2010;Miia Haavisto;Vitikainen Hannu-Pekka;HÄPEÄ;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;21.10.2010;Miia Haavisto;Karjalainen Pekka;BEFORE-AFTER;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;30.9.2010;Joona Louhivuori;Veijola Anna;RROMORO (nuorisoraha);5 000
Käsikirjoitusapuraha;Dokumenttielokuva;22.9.2010;Miia Haavisto;Mäkelä Konsta;VILPITÖN (työnimi);3 000
Käsikirjoitusapuraha;Dokumenttielokuva;20.9.2010;Miia Haavisto;Escandari Amir;TUULENSIEPPAAJAT (työnimi);5 000
Käsikirjoitusapuraha;Dokumenttielokuva;7.9.2010;Miia Haavisto;Auramo Sanna;VERA-1917 (elvytys);3 500
Käsikirjoitusapuraha;Dokumenttielokuva;23.8.2010;Miia Haavisto;Grotenfelt Georg;TEMPPELINRAKENTAJAT (elvytys);3 000
Käsikirjoitusapuraha;Dokumenttielokuva;23.8.2010;Miia Haavisto;Tikka Heidi;KÄSILLE OLEVA;4 000
Käsikirjoitusapuraha;Dokumenttielokuva;1.7.2010;Miia Haavisto;Hirvonen Maija;KISSANLOUKKU;3 500
Käsikirjoitusapuraha;Dokumenttielokuva;28.6.2010;Miia Haavisto;Punkki Pauliina;HOW TO CATCH A FLY WITH CHOPSTICKS;4 500
Käsikirjoitusapuraha;Dokumenttielokuva;22.6.2010;Miia Haavisto;Hedström Klaus;ALKEMIAN KIVI (elvytys);2 500
